IDS	rat.gene.name	rat.entrez.ID	rat.uniprot	mouse.gene.name	mouse.entrez.ID	mouse.uniprot	human.gene.name	human.entez.ID	human.uniprot	% Cov	Peptide (95%)
Q96S97	Myadm	369016	Q6VBQ5	Myadm	50918	O35682	MYADM	91663	Q96S97	5	1
Q96P47	Agap3	362300	G3V9Z5	Agap3	213990	F8VQE9	AGAP3	116988	Q96P47	2.5	1
Q96J01	Thoc3	290519	B5DEY5	Thoc3	73666	Q8VE80	THOC3	84321	Q96J01	11.4	1
Q93096	Ptp4a1	29463	Q78EG7	Ptp4a1	19243	Q63739	PTP4A1	7803	Q93096	15	1
Q92932	Ptprn2	29714	Q63475	Ptprn2	19276	P80560	PTPRN2	5799	Q92932	2.8	1
Q92828	Coro2a	313235	A0A0G2QC56	Coro2a	107684	Q8C0P5	CORO2A	7464	Q92828	4	1
Q8WWI5	Slc44a1	85254	Q8VII6	Slc44a1	100434	Q6X893	SLC44A1	23446	Q8WWI5	4.3	1
Q8TAF3	Wdr48	363164	D3Z8C7	Wdr48	67561	Q8BH57	WDR48	57599	Q8TAF3	4.6	1
Q8NBJ7	Sumf2	360800	D3ZTR4	Sumf2	67902	Q8BPG6	SUMF2	25870	Q8NBJ7	6.6	1
Q8N6N7	Acbd7	361277	D3ZB36	Acbd7	78245	Q9D258	ACBD7	414149	Q8N6N7	35.2	1
Q86TP1	Prune	310664	Q6AYG3	Prune	229589	Q8BIW1	PRUNE	58497	Q86TP1	7.5	1
Q7Z6L1	Tecpr1	304285	Q3ZBA0	Tecpr1	70381	Q80VP0	TECPR1	25851	Q7Z6L1	3.3	1
Q6YP21	Ccbl2	541589	Q58FK9	Ccbl2	229905	Q71RI9	CCBL2	56267	Q6YP21	4.8	1
Q6UWR7	Enpp6	306460	B0BND0	Enpp6	320981	Q8BGN3	ENPP6	133121	Q6UWR7	6.4	1
Q6P9B6	Tldc1	307901	NA	Tldc1	74347	Q8K0P3	TLDC1	57707	Q6P9B6	6.6	1
Q53T59	Hs1bp3	313950	D4A6D9	Hs1bp3	58240	Q3TC93	HS1BP3	64342	Q53T59	6.1	1
Q17RB0	LOC678880	678880	NA	NA	NA	NA	FAM127C	441518	Q17RB0	22.1	1
Q16537	Ppp2r5e	299147	D3ZHI9	Ppp2r5e	26932	Q61151	PPP2R5E	5529	Q16537	NA	NA
Q15750	Tab1	315139	D4A6C6	Tab1	66513	Q8CF89	TAB1	10454	Q15750	3.8	1
Q15031	Lars2	363172	D3Z9N3	Lars2	102436	Q8VDC0	LARS2	23395	Q15031	2.3	1
Q14694	Usp10	307905	Q3KR59	Usp10	22224	P52479	USP10	9100	Q14694	3.4	1
Q14410	Gk2	289481	Q68FP7	Gk2	14626	Q9WU65	GK2	2712	Q14410	5.4	1
Q13491	Gpm6b	192179	Q9JJK1	Gpm6b	14758	P35803	GPM6B	2824	Q13491	8.3	1
Q12982	Bnip2	300811	D3ZGE0	Bnip2	12175	O54940	BNIP2	663	Q12982	7	1
Q09019	Dmwd	680252	F1M3D2	Dmwd	13401	Q08274	DMWD	1762	Q09019	2.5	1
Q96B36	Akt1s1	292887	D3ZH75	Akt1s1	67605	Q9D1F4	AKT1S1	84335	Q96B36	4.7	1
Q8WUK0	Ptpmt1	29390	G3V7B6	Ptpmt1	66461	Q66GT5	PTPMT1	114971	Q8WUK0	6.5	1
Q8N6H7	Arfgap2	362162	Q3MID3	Arfgap2	77038	Q99K28	ARFGAP2	84364	Q8N6H7	4.4	1
Q6PL24	Tmed8	681943	NA	Tmed8	382620	Q3UHI4	TMED8	283578	Q6PL24	6.8	1
Q6GMV2	Smyd5	312503	D3ZII8	Smyd5	232187	Q3TYX3	SMYD5	10322	Q6GMV2	3.8	1
Q5UCC4	Emc10	292878	Q6AYH6	Emc10	69683	Q3TAS6	EMC10	284361	Q5UCC4	4.6	1
Q2TAA2	Iah1	298917	Q711G3	Iah1	67732	Q9DB29	IAH1	285148	Q2TAA2	4.8	1
Q15493	Rgn	25106	Q03336	Rgn	19733	Q64374	RGN	9104	Q15493	4.3	1
Q15388	Tomm20	266601	Q62760	Tomm20	67952	Q9DCC8	TOMM20	9804	Q15388	9	1
Q15369	Tceb1	64525	P83941	Tceb1	67923	P83940	TCEB1	6921	Q15369	11.6	1
Q14956	Gpnmb	113955	Q9QZF6	Gpnmb	93695	Q99P91	GPNMB	10457	Q14956	1.6	1
Q14118	Dag1	114489	F1M8K0	Dag1	13138	Q62165	DAG1	1605	Q14118	1.2	1
Q14108	Scarb2	117106	P27615	Scarb2	12492	O35114	SCARB2	950	Q14108	3.8	1
Q06203	Ppat	117544	P35433	Ppat	231327	Q3TKC5	PPAT	5471	Q06203	2.7	1
Q00765	Reep5	364838	B2RZ37	Reep5	13476	G3X8R0	REEP5	7905	Q00765	4.2	1
P63215	Gng3	114117	G3V8K2	Gng3	14704	P63216	GNG3	2785	P63215	22.7	1
P63173	RGD1561636	502741	NA	Rpl38	67671	Q9JJI8	RPL38	6169	P63173	18.6	1
P63172	Dynlt1	83462	Q9Z336	NA	NA	NA	DYNLT1	6993	P63172	14.2	1
P62314	Snrpd1	291794	B2RZB7	Snrpd1	20641	P62315	SNRPD1	6632	P62314	10.9	1
P62304	Snrpe	100360682	NA	Snrpe	20643	P62305	SNRPE	6635	P62304	12	1
P62263	Rps14	29284	P13471	Rps14	20044	P62264	RPS14	6208	P62263	8.6	1
P61960	Ufm1	365797	Q5BJP3	Ufm1	67890	P61961	UFM1	51569	P61960	17.7	1
P53611	Rabggtb	25533	Q08603	Rabggtb	19352	P53612	RABGGTB	5876	P53611	3.3	1
P53367	Arfip1	60382	Q9JHU5	Arfip1	99889	A2RSX9	ARFIP1	27236	P53367	4.6	1
P51888	Prelp	84400	Q9EQP5	Prelp	116847	Q9JK53	PRELP	5549	P51888	3.4	1
P49441	Inpp1	316376	Q5RJK6	Inpp1	16329	P49442	INPP1	3628	P49441	3	1
P49427	Cdc34	299602	D4A453	Cdc34	216150	Q8CFI2	CDC34	997	P49427	6.4	1
P35244	Rpa3	296883	D4A845	Rpa3	68240	Q9CQ71	RPA3	6119	P35244	14.1	1
P33316	Dut	497778	P70583	Dut	110074	Q8VCG1	DUT	1854	P33316	4.8	1
P27449	Atp6v0c	170667	P63081	Atp6v0c	11984	P63082	ATP6V0C	527	P27449	11.6	2
P24666	Acp1	24161	P41498	Acp1	11431	Q9D358	ACP1	52	P24666	5.7	1
P21964	Comt	24267	P22734	Comt	12846	O88587	COMT	1312	P21964	4.4	1
P16435	Por	29441	P00388	Por	18984	P37040	POR	5447	P16435	1.3	1
P16070	Cd44	25406	P26051	Cd44	12505	P15379	CD44	960	P16070	1.6	1
P14406	Cox7a2	29507	NA	Cox7a2	12866	P48771	COX7A2	1347	P14406	15.7	1
P10155	Trove2	304833	D3ZRN5	Trove2	20822	O08848	TROVE2	6738	P10155	2.4	1
P07311	Acyp1	299203	D4A6X4	Acyp1	66204	P56376	ACYP1	97	P07311	9.1	1
P05386	Rplp1	140661	P19944	Rplp1	56040	P47955	RPLP1	6176	P05386	14	1
P04271	S100b	25742	P04631	S100b	20203	P50114	S100B	6285	P04271	16.3	1
P03886	Mt-nd1	26193	P03889	NA	NA	NA	ND1	4535	P03886	6.3	1
P01876	NA	NA	NA	NA	NA	NA	IGHA1	3493	P01876	4.2	1
P01011	Serpina3n	24795	P09006	NA	NA	NA	SERPINA3	12	P01011	2.4	1
P00846	Mt-atp6	26197	P05504	NA	NA	NA	ATP6	4508	P00846	4.4	1
O95336	Pgls	290636	G3V8D5	Pgls	66171	Q9CQ60	PGLS	25796	O95336	4.7	1
O75508	Cldn11	84588	Q6IRG7	Cldn11	18417	Q60771	CLDN11	5010	O75508	6.8	1
O75223	Ggct	362368	D3ZPV8	Ggct	110175	Q9D7X8	GGCT	79017	O75223	7.4	1
O75208	Coq9	498909	Q68FT1	Coq9	67914	Q8K1Z0	COQ9	57017	O75208	3.5	1
O60888	Cuta	294288	Q6MGD0	Cuta	67675	Q9CQ89	CUTA	51596	O60888	7.8	1
O60869	Edf1	296570	P69736	Edf1	59022	Q9JMG1	EDF1	8721	O60869	10.1	1
O43504	Lamtor5	295357	D3ZF11	Lamtor5	68576	Q9D1L9	LAMTOR5	10542	O43504	22	1
O14949	Uqcrq	497902	Q7TQ16	Uqcrq	22272	Q9CQ69	UQCRQ	27089	O14949	15.9	1
O14558	Hspb6	192245	P97541	Hspb6	243912	Q5EBG6	HSPB6	126393	O14558	6.3	1
A6NNH0	Castor2	304410	NA	Castor2	80909	NA	CASTOR2	729438	A6NNH0	3.6	1
Q9H019	Mtfr1l	298549	Q5XII9	Mtfr1l	76824	Q9CWE0	MTFR1L	56181	Q9H019	4.1	1
Q9BV86	Ntmt1	362103	Q5BJX0	Ntmt1	66617	Q8R2U4	NTMT1	28989	Q9BV86	14.4	1
Q9BRX2	Pelo	294754	Q5XIP1	Pelo	105083	Q80X73	PELO	53918	Q9BRX2	4.9	1
P50552	Vasp	361517	B5DEX4	Vasp	22323	P70460	VASP	7408	P50552	3.4	1
Q9Y4D8	Hectd4	304503	NA	Hectd4	269700	NA	HECTD4	283450	Q9Y4D8	2.1	2
Q8N3E9	Plcd3	287745	D4A978	Plcd3	72469	Q8K2J0	PLCD3	113026	Q8N3E9	1.9	1
Q96EK5	LOC606294	606294	Q4G074	Kif1bp	72320	Q6ZPU9	KIF1BP	26128	Q96EK5	8.7	1
Q9Y2W6	Tdrkh	310652	G3V8T7	Tdrkh	72634	Q80VL1	TDRKH	11022	Q9Y2W6	5.5	1
Q8TF42	Ubash3b	315579	F1LV21	Ubash3b	72828	Q8BGG7	UBASH3B	84959	Q8TF42	5.7	1
O15197	Ephb6	312275	P0C0K7	Ephb6	13848	O08644	EPHB6	2051	O15197	3.7	1
Q9BZK3	NA	NA	NA	NA	NA	NA	NACA4P	83955	Q9BZK3	10.8	1
Q92804	Taf15	287571	D3ZSS1	Taf15	70439	Q8BQ46	TAF15	8148	Q92804	7.4	1
P53667	Limk1	65172	G3V663	Limk1	16885	P53668	LIMK1	3984	P53667	3.6	1
Q9Y3E5	Ptrh2	287593	Q5XI86	Ptrh2	217057	Q8R2Y8	PTRH2	51651	Q9Y3E5	8.4	1
Q63HM9	Plcxd3	310358	D4A1H2	Plcxd3	239318	Q8BLJ3	PLCXD3	345557	Q63HM9	3.1	1
Q12907	Lman2	290994	B0BNG3	Lman2	66890	Q9DBH5	LMAN2	10960	Q12907	3.1	1
O00629	Kpna4	361959	Q56R17	Kpna4	16649	O35343	KPNA4	3840	O00629	3.1	1
Q5T0D9	Tprg1l	687090	A8WCF8	Tprgl	67808	Q9DBS2	TPRG1L	127262	Q5T0D9	18.8	1
Q8TEV9	Smcr8	497918	D3ZJR6	Smcr8	237782	Q3UMB5	SMCR8	140775	Q8TEV9	NA	NA
P02730	Slc4a1	24779	P23562	Slc4a1	20533	P04919	SLC4A1	6521	P02730	0.9	1
Q9HCD6	Tanc2	303599	F1LTE0	Tanc2	77097	A2A690	TANC2	26115	Q9HCD6	4.6	1
Q96RT1	Erbb2ip	365661	NA	Erbb2ip	59079	Q80TH2	ERBB2IP	55914	Q96RT1	1.3	1
P00533	Egfr	24329	Q9QX70	Egfr	13649	Q01279	EGFR	1956	P00533	3.8	2
Q8IZD9	Dock3	315992	F1M4N6	Dock3	208869	F8VPQ1	DOCK3	1795	Q8IZD9	4.3	1
P41240	Csk	315707	P32577	Csk	12988	P41241	CSK	1445	P41240	12	1
Q13480	Gab1	361388	NA	Gab1	14388	Q9QYY0	GAB1	2549	Q13480	5	1
P54709	Atp1b3	25390	Q63377	Atp1b3	11933	P97370	ATP1B3	483	P54709	3.9	1
Q9UJY5	Gga1	300066	Q5FVF3	Gga1	106039	Q8R0H9	GGA1	26088	Q9UJY5	6.6	1
Q9BX26	Sycp2	83820	O70608	Sycp2	320558	Q9CUU3	SYCP2	10388	Q9BX26	6.9	2
Q9Y490	Tln1	313494	G3V852	Tln1	21894	P26039	TLN1	7094	Q9Y490	10.7	5
O75323	Gbas	498174	Q5RK08	Gbas	14467	Q7TMG8	GBAS	2631	O75323	12.6	2
Q16695	Hist3h3	691496	NA	Gm12260	382523	NA	HIST3H3	8290	Q16695	22.1	1
Q8NCA5	Fam98a	313873	Q5FWT1	Fam98a	72722	Q3TJZ6	FAM98A	25940	Q8NCA5	3.9	1
P24534	Eef1b2	363241	B5DEN5	Eef1b2	55949	O70251	EEF1B2	1933	P24534	4.4	2
Q9BYW2	Setd2	316013	D4A5H6	Setd2	235626	E9Q5F9	SETD2	29072	Q9BYW2	6.1	1
Q9NXC2	Gfod1	306842	D3ZR63	Gfod1	328232	Q3UHD2	GFOD1	54438	Q9NXC2	3.6	1
Q9Y450	Hbs1l	293408	Q6AXM7	Hbs1l	56422	Q69ZS7	HBS1L	10767	Q9Y450	4.4	1
O95825	Cryzl1	288256	Q5XI39	Cryzl1	66609	Q921W4	CRYZL1	9946	O95825	9.2	1
O95571	Ethe1	292710	B0BNJ4	Ethe1	66071	Q9DCM0	ETHE1	23474	O95571	12.2	1
Q6ZV89	Sh2d5	366489	D3ZWT6	Sh2d5	230863	A2AM67	SH2D5	400745	Q6ZV89	3.3	1
Q99700	Atxn2	288663	F1M049	Atxn2	20239	O70305	ATXN2	6311	Q99700	5	1
P11166	Slc2a1	24778	P11167	Slc2a1	20525	P17809	SLC2A1	6513	P11166	2.8	1
Q9UQ13	Shoc2	309548	Q6AYI5	Shoc2	56392	O88520	SHOC2	8036	Q9UQ13	4.8	1
P13473	Lamp2	24944	Q6P6W1	Lamp2	16784	P17047	LAMP2	3920	P13473	2	1
Q96GR2	Acsbg1	171410	Q924N5	Acsbg1	94180	Q99PU5	ACSBG1	23205	Q96GR2	4.3	2
O60502	Mgea5	154968	Q8VIJ5	Mgea5	76055	Q9EQQ9	MGEA5	10724	O60502	5.3	1
O43895	Xpnpep2	117522	Q99MA2	Xpnpep2	170745	B1AVD1	XPNPEP2	7512	O43895	1.6	1
Q02153	Gucy1b3	25202	P20595	Gucy1b3	54195	O54865	GUCY1B3	2983	Q02153	8.2	2
Q96PE7	Mcee	293829	D4A197	Mcee	73724	Q9D1I5	MCEE	84693	Q96PE7	7.4	1
Q8IYQ7	Thnsl1	498805	Q5BK42	Thnsl1	208967	Q8BH55	THNSL1	79896	Q8IYQ7	7.7	1
O95167	Ndufa3	691001	NA	Ndufa3	66091	Q9CQ91	NDUFA3	4696	O95167	8.3	1
